# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Aug 30 13:25:08 2024
#
# User preference: *
#
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
#
loc_rowid,kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_srad,koi_srad_err1,koi_srad_err2
170,K00869.03,CONFIRMED,17.460879310,5.2780000e-05,-5.2780000e-05,2.32,1.500e-01,-1.200e-01,0.7870,0.0510,-0.0390
171,K00854.01,CONFIRMED,56.056075400,2.7530000e-04,-2.7530000e-04,1.94,1.200e-01,-2.200e-01,0.4910,0.0300,-0.0550
172,K00855.01,CONFIRMED,41.408316686,6.5800000e-06,-6.5800000e-06,11.38,2.070e+00,-1.040e+00,0.7470,0.1360,-0.0680
173,K00856.01,CANDIDATE,39.748930770,1.5540000e-05,-1.5540000e-05,14.21,4.460e+00,-1.490e+00,0.9640,0.3030,-0.1010
174,K00857.01,CONFIRMED,5.715425977,7.7790000e-06,-7.7790000e-06,2.47,3.700e-01,-1.700e-01,0.8260,0.1240,-0.0570
175,K00119.01,CONFIRMED,49.183941850,2.4750000e-05,-2.4750000e-05,8.20,5.000e-01,-5.500e-01,2.0570,0.1250,-0.1380
176,K00857.02,CONFIRMED,20.026141200,1.2720000e-04,-1.2720000e-04,2.28,3.500e-01,-1.600e-01,0.8260,0.1240,-0.0570
177,K00858.01,CANDIDATE,13.610148190,5.9690000e-06,-5.9690000e-06,19.02,4.920e+00,-2.280e+00,0.9030,0.2340,-0.1080
178,K00859.01,FALSE POSITIVE,10.443319910,2.2870000e-05,-2.2870000e-05,2.66,2.000e-01,-2.700e-01,0.8020,0.0590,-0.0810
179,K00861.01,CONFIRMED,2.237489571,5.0220000e-06,-5.0220000e-06,1.41,1.300e-01,-5.000e-02,0.8100,0.0730,-0.0290
180,K00862.01,FALSE POSITIVE,5.851520671,3.3100000e-07,-3.3100000e-07,14.62,2.920e+00,-1.580e+00,0.8060,0.1610,-0.0870
181,K00863.01,CONFIRMED,3.167893418,3.8690000e-06,-3.8690000e-06,2.62,7.800e-01,-2.600e-01,0.9400,0.2820,-0.0940
182,K00864.01,CONFIRMED,4.311780262,4.3420000e-06,-4.3420000e-06,3.11,3.900e-01,-2.100e-01,0.9270,0.1150,-0.0620
183,K00864.02,CONFIRMED,20.050449400,8.8260000e-05,-8.8260000e-05,2.69,3.300e-01,-1.800e-01,0.9270,0.1150,-0.0620
184,K00864.03,CONFIRMED,9.767345030,3.0520000e-05,-3.0520000e-05,2.67,3.300e-01,-1.800e-01,0.9270,0.1150,-0.0620
185,K00865.01,CANDIDATE,119.020704400,1.1790000e-04,-1.1790000e-04,8.98,1.230e+00,-1.350e+00,1.0620,0.1460,-0.1600
186,K00119.02,CONFIRMED,190.320046800,5.3270000e-04,-5.3270000e-04,7.78,4.800e-01,-5.200e-01,2.0570,0.1250,-0.1380
187,K00866.01,FALSE POSITIVE,2.861159894,3.0590000e-06,-3.0590000e-06,4.37,1.380e+00,-4.600e-01,1.0210,0.3240,-0.1080
188,K00880.01,CONFIRMED,26.444393370,3.6500000e-05,-3.6500000e-05,3.91,4.300e-01,-2.900e-01,0.9290,0.1040,-0.0690
189,K00880.02,CONFIRMED,51.539979720,5.6130000e-05,-5.6130000e-05,5.51,6.200e-01,-4.100e-01,0.9290,0.1040,-0.0690
190,K00880.03,CONFIRMED,5.902245782,7.3730000e-06,-7.3730000e-06,2.43,2.700e-01,-1.800e-01,0.9290,0.1040,-0.0690
191,K00880.04,CONFIRMED,2.382951591,2.8080000e-06,-2.8080000e-06,1.86,2.100e-01,-1.300e-01,0.9290,0.1040,-0.0690
192,K00881.01,CONFIRMED,21.022506080,4.0910000e-05,-4.0910000e-05,3.07,2.100e-01,-1.400e-01,0.7500,0.0520,-0.0330
193,K00869.04,CONFIRMED,3.219814777,5.5310000e-06,-5.5310000e-06,1.69,1.100e-01,-8.000e-02,0.7870,0.0510,-0.0390
194,K00870.01,CONFIRMED,5.912273234,7.0390000e-06,-7.0390000e-06,1.73,9.000e-02,-1.000e-01,0.5700,0.0290,-0.0320
195,K00870.02,CONFIRMED,8.985819010,1.4370000e-05,-1.4370000e-05,1.65,9.000e-02,-9.000e-02,0.5700,0.0290,-0.0320
196,K00871.01,CANDIDATE,12.940668656,3.3520000e-06,-3.3520000e-06,22.94,4.930e+00,-1.960e+00,0.8090,0.1740,-0.0690
197,K00120.01,FALSE POSITIVE,20.545237500,1.4280000e-04,-1.4280000e-04,2.41,5.600e-01,-6.300e-01,1.2640,0.2980,-0.3280
198,K00872.01,CONFIRMED,33.601233710,1.7670000e-05,-1.7670000e-05,8.46,4.000e-01,-5.000e-01,0.9300,0.0440,-0.0550
199,K00872.02,CONFIRMED,6.766529280,1.5770000e-05,-1.5770000e-05,1.97,9.000e-02,-1.200e-01,0.9300,0.0440,-0.0550
200,K00873.01,CONFIRMED,4.347288783,8.5120000e-06,-8.5120000e-06,2.36,3.900e-01,-2.900e-01,1.1220,0.1840,-0.1380
201,K00874.01,CONFIRMED,4.601811819,6.1680000e-06,-6.1680000e-06,2.35,9.000e-02,-1.800e-01,0.8330,0.0320,-0.0640
202,K00874.02,CONFIRMED,11.187199050,5.3310000e-05,-5.3310000e-05,1.55,6.000e-02,-1.200e-01,0.8330,0.0320,-0.0640
203,K00875.01,CONFIRMED,4.220965778,2.5840000e-06,-2.5840000e-06,2.62,5.800e-01,-5.800e-01,0.5170,0.1140,-0.1140
204,K00876.01,FALSE POSITIVE,6.998099523,2.3560000e-06,-2.3560000e-06,588.66,1.285e+02,-4.616e+01,0.8290,0.1810,-0.0650
205,K00877.01,CONFIRMED,5.954899930,5.4820000e-06,-5.4820000e-06,2.33,1.000e-01,-1.100e-01,0.6330,0.0260,-0.0290
206,K00877.02,CONFIRMED,12.039874880,1.8250000e-05,-1.8250000e-05,2.18,9.000e-02,-1.000e-01,0.6330,0.0260,-0.0290
207,K00877.03,CONFIRMED,20.837628950,9.6500000e-05,-9.6500000e-05,1.42,6.000e-02,-7.000e-02,0.6330,0.0260,-0.0290
208,K00121.01,FALSE POSITIVE,8.811102200,1.6420000e-05,-1.6420000e-05,63.66,8.980e+00,-1.795e+01,2.4040,0.3390,-0.6780
209,K00878.01,CONFIRMED,23.589171430,5.7860000e-05,-5.7860000e-05,3.16,3.000e-01,-3.300e-01,0.7210,0.0690,-0.0750
210,K00123.01,CONFIRMED,6.481633073,6.0040000e-06,-6.0040000e-06,2.54,1.100e-01,-1.200e-01,1.3020,0.0580,-0.0580
211,K00892.01,CONFIRMED,10.371689280,1.4770000e-05,-1.4770000e-05,3.20,1.800e-01,-2.800e-01,0.8880,0.0490,-0.0770
212,K00892.02,CONFIRMED,3.969962980,1.3950000e-05,-1.3950000e-05,1.78,9.000e-02,-1.600e-01,0.8880,0.0490,-0.0770
213,K00893.01,CONFIRMED,4.408413310,1.4080000e-05,-1.4080000e-05,2.66,7.900e-01,-3.300e-01,0.9610,0.2850,-0.1220
214,K00894.01,FALSE POSITIVE,7.942617600,2.4190000e-05,-2.4190000e-05,4.68,1.460e+00,-4.800e-01,0.9260,0.2890,-0.0960
215,K00881.02,CONFIRMED,226.890477500,9.0570000e-04,-9.0570000e-04,4.53,3.200e-01,-2.000e-01,0.7500,0.0520,-0.0330
216,K00882.01,FALSE POSITIVE,1.956811408,1.0590000e-06,-1.0590000e-06,21.58,1.330e+00,-1.470e+00,0.6030,0.0370,-0.0410
217,K00883.01,CANDIDATE,2.688899233,1.9000000e-07,-1.9000000e-07,12.04,1.360e+00,-7.900e-01,0.6390,0.0720,-0.0420
218,K00884.01,CONFIRMED,9.439459486,4.9910000e-06,-4.9910000e-06,4.16,5.000e-01,-2.800e-01,0.7790,0.0930,-0.0530
219,K00122.01,CONFIRMED,11.523067458,9.4520000e-06,-9.4520000e-06,3.13,2.000e-01,-1.700e-01,1.4110,0.0910,-0.0730
220,K00884.02,CONFIRMED,20.477488430,3.1260000e-05,-3.1260000e-05,2.92,3.500e-01,-1.900e-01,0.7790,0.0930,-0.0530
221,K00884.03,CONFIRMED,3.336123113,4.3590000e-06,-4.3590000e-06,1.74,2.000e-01,-1.200e-01,0.7790,0.0930,-0.0530
222,K00886.01,CONFIRMED,8.010784560,1.0610000e-05,-1.0610000e-05,1.72,1.300e-01,-2.000e-01,0.4700,0.0360,-0.0540
223,K00886.02,CONFIRMED,12.071342050,4.2100000e-05,-4.2100000e-05,1.29,1.000e-01,-1.500e-01,0.4700,0.0360,-0.0540
224,K00886.03,CONFIRMED,20.995878720,7.6620000e-05,-7.6620000e-05,1.30,1.000e-01,-1.500e-01,0.4700,0.0360,-0.0540
225,K00887.01,CONFIRMED,7.411131770,1.3570000e-05,-1.3570000e-05,2.45,7.700e-01,-2.500e-01,0.9190,0.2890,-0.0960
226,K00888.01,FALSE POSITIVE,1.000747038,2.9100000e-07,-2.9100000e-07,4.14,7.500e-01,-5.700e-01,0.7900,0.1430,-0.1080
227,K00889.01,CONFIRMED,8.884922995,1.6360000e-06,-1.6360000e-06,10.51,5.600e-01,-5.700e-01,0.8430,0.0450,-0.0450
228,K00890.01,CONFIRMED,8.098889060,2.1810000e-06,-2.1810000e-06,8.95,2.940e+00,-9.800e-01,1.0760,0.3530,-0.1180
229,K00891.01,CONFIRMED,10.006530120,2.0010000e-05,-2.0010000e-05,3.52,1.110e+00,-3.800e-01,1.0010,0.3180,-0.1060
230,K00012.01,CONFIRMED,17.855221681,3.6760000e-06,-3.6760000e-06,13.16,2.570e+00,-6.500e-01,1.3670,0.2670,-0.0670
231,K00901.01,CANDIDATE,12.732624065,4.3970000e-06,-4.3970000e-06,4.87,9.700e-01,-9.600e-01,0.5410,0.1070,-0.1070
232,K00902.01,CANDIDATE,83.924940320,7.9990000e-05,-7.9990000e-05,4.78,3.400e-01,-4.700e-01,0.5090,0.0360,-0.0500
233,K00903.01,CONFIRMED,5.007316661,1.3890000e-06,-1.3890000e-06,6.96,1.750e+00,-6.200e-01,0.8270,0.2080,-0.0740
234,K00904.01,CONFIRMED,2.211116989,2.6910000e-06,-2.6910000e-06,1.85,1.300e-01,-5.000e-02,0.6460,0.0430,-0.0200
235,K00904.02,CONFIRMED,27.954133700,1.7270000e-04,-1.7270000e-04,1.90,1.300e-01,-6.000e-02,0.6460,0.0430,-0.0200
236,K00124.01,CONFIRMED,12.691043870,2.2980000e-05,-2.2980000e-05,2.57,4.000e-01,-6.500e-01,1.6260,0.2540,-0.4130
237,K00895.01,FALSE POSITIVE,4.409409243,5.8310000e-06,-5.8310000e-06,10.95,3.050e+00,-2.030e+00,0.9750,0.2710,-0.1810
238,K00896.01,CONFIRMED,16.239470960,1.5750000e-05,-1.5750000e-05,4.14,3.800e-01,-1.500e-01,0.8370,0.0780,-0.0300
239,K00896.02,CONFIRMED,6.308201629,7.0310000e-06,-7.0310000e-06,2.96,2.800e-01,-1.000e-01,0.8370,0.0780,-0.0300
240,K00897.01,CONFIRMED,2.052349884,1.3700000e-07,-1.3700000e-07,13.12,2.010e+00,-1.180e+00,1.0800,0.1660,-0.0970
241,K00898.01,CONFIRMED,9.770448600,1.4550000e-05,-1.4550000e-05,2.23,1.400e-01,-2.000e-01,0.5090,0.0320,-0.0460
242,K00898.02,CONFIRMED,5.169804269,9.0360000e-06,-9.0360000e-06,1.66,1.100e-01,-1.500e-01,0.5090,0.0320,-0.0460
243,K00123.02,CONFIRMED,21.222611950,2.9080000e-05,-2.9080000e-05,2.48,1.100e-01,-1.100e-01,1.3020,0.0580,-0.0580
244,K00898.03,CONFIRMED,20.090170370,6.6300000e-05,-6.6300000e-05,2.25,1.400e-01,-2.100e-01,0.5090,0.0320,-0.0460
245,K00899.01,CONFIRMED,7.113732570,1.2750000e-05,-1.2750000e-05,1.16,1.300e-01,-1.700e-01,0.4110,0.0450,-0.0600
246,K00899.02,CONFIRMED,3.306551643,6.4000000e-06,-6.4000000e-06,0.91,1.000e-01,-1.300e-01,0.4110,0.0450,-0.0600
247,K00899.03,CONFIRMED,15.368457370,4.0670000e-05,-4.0670000e-05,1.11,1.200e-01,-1.600e-01,0.4110,0.0450,-0.0600
248,K00900.01,CONFIRMED,13.810203180,2.9680000e-05,-2.9680000e-05,4.56,1.330e+00,-8.800e-01,1.1420,0.3330,-0.2220
249,K00911.01,CONFIRMED,4.093578461,8.9550000e-06,-8.9550000e-06,2.85,8.000e-01,-3.400e-01,0.9990,0.2800,-0.1200
250,K00911.02,CONFIRMED,105.145959000,1.9970000e-03,-1.9970000e-03,3.43,9.600e-01,-4.200e-01,0.9990,0.2800,-0.1200
251,K00912.01,CONFIRMED,10.848451800,1.6310000e-05,-1.6310000e-05,2.34,4.400e-01,-4.300e-01,0.5910,0.1090,-0.1090
252,K00912.02,CONFIRMED,6.668332410,3.4490000e-05,-3.4490000e-05,1.18,2.100e-01,-2.200e-01,0.5910,0.1090,-0.1090
253,K00913.01,CONFIRMED,4.082274889,2.4700000e-07,-2.4700000e-07,10.55,2.400e+00,-8.700e-01,0.7940,0.1810,-0.0650
254,K00914.01,CANDIDATE,3.886655224,7.8220000e-06,-7.8220000e-06,1.87,3.600e-01,-1.500e-01,0.7380,0.1400,-0.0600
255,K00904.03,CONFIRMED,42.140608900,3.1430000e-04,-3.1430000e-04,1.85,1.300e-01,-5.000e-02,0.6460,0.0430,-0.0200
256,K00904.04,CONFIRMED,4.617490562,9.4500000e-06,-9.4500000e-06,1.62,1.100e-01,-5.000e-02,0.6460,0.0430,-0.0200
257,K00904.05,CONFIRMED,10.198492550,3.2500000e-05,-3.2500000e-05,1.75,1.100e-01,-6.000e-02,0.6460,0.0430,-0.0200
258,K00905.01,FALSE POSITIVE,5.795063956,5.0320000e-06,-5.0320000e-06,4.33,9.800e-01,-3.900e-01,0.8270,0.1860,-0.0740
259,K00906.01,CONFIRMED,7.156815520,1.2010000e-05,-1.2010000e-05,2.47,1.000e-01,-2.000e-01,0.8380,0.0330,-0.0660
260,K00906.02,CONFIRMED,17.648308510,5.4990000e-05,-5.4990000e-05,2.43,1.000e-01,-1.900e-01,0.8380,0.0330,-0.0660
261,K00906.03,CONFIRMED,4.148107190,3.0530000e-05,-3.0530000e-05,1.08,4.000e-02,-9.000e-02,0.8380,0.0330,-0.0660
262,K00907.01,CONFIRMED,16.514109890,3.3870000e-05,-3.3870000e-05,2.72,2.700e-01,-2.400e-01,0.8660,0.0890,-0.0740
263,K00907.02,CONFIRMED,30.132929800,1.0130000e-04,-1.0130000e-04,3.14,3.200e-01,-2.700e-01,0.8660,0.0890,-0.0740
264,K00907.03,CONFIRMED,4.790908090,2.2820000e-05,-2.2820000e-05,1.36,1.400e-01,-1.200e-01,0.8660,0.0890,-0.0740
265,K00124.02,CONFIRMED,31.719810130,6.3100000e-05,-6.3100000e-05,3.09,4.900e-01,-7.800e-01,1.6260,0.2540,-0.4130
266,K00907.04,CONFIRMED,99.641596200,6.6370000e-04,-6.6370000e-04,2.64,2.700e-01,-2.300e-01,0.8660,0.0890,-0.0740
267,K00908.01,CONFIRMED,4.708326451,7.3000000e-07,-7.3000000e-07,10.60,2.850e+00,-2.560e+00,1.2100,0.3250,-0.2930
268,K00909.01,FALSE POSITIVE,16.371986610,2.8180000e-05,-2.8180000e-05,540.37,3.925e+01,-5.842e+01,0.5920,0.0430,-0.0640
269,K00910.01,CONFIRMED,5.392026903,6.6640000e-06,-6.6640000e-06,2.68,3.600e-01,-1.900e-01,0.8010,0.1060,-0.0570
270,K00928.01,CANDIDATE,2.494170338,1.2640000e-06,-1.2640000e-06,2.42,2.400e-01,-1.200e-01,0.8290,0.0820,-0.0410
271,K00929.01,CONFIRMED,6.491682808,1.6850000e-06,-1.6850000e-06,9.66,3.270e+00,-1.310e+00,1.1070,0.3750,-0.1500
272,K00930.01,FALSE POSITIVE,3.044770796,4.4620000e-06,-4.4620000e-06,24.54,4.890e+00,-1.960e+00,0.7530,0.1500,-0.0600
273,K00931.01,CONFIRMED,3.855603916,3.6800000e-07,-3.6800000e-07,13.61,3.800e+00,-1.350e+00,1.0460,0.2920,-0.1040
274,K00932.01,FALSE POSITIVE,3.855599139,4.0030000e-06,-4.0030000e-06,3.57,1.000e+00,-3.300e-01,0.9650,0.2680,-0.0890
275,K00125.01,CONFIRMED,38.478766290,4.7310000e-06,-4.7310000e-06,13.26,1.780e+00,-5.900e-01,0.8790,0.1180,-0.0390
276,K00915.01,FALSE POSITIVE,37.601661282,5.7900000e-06,-5.7900000e-06,27.22,8.220e+00,-4.420e+00,1.0960,0.3310,-0.1780
277,K00916.01,CONFIRMED,3.314947362,1.7050000e-06,-1.7050000e-06,3.94,1.110e+00,-3.700e-01,0.9440,0.2660,-0.0890
278,K00917.01,FALSE POSITIVE,6.719690890,1.3940000e-05,-1.3940000e-05,4.37,1.060e+00,-5.700e-01,0.8660,0.2100,-0.1130
279,K00918.01,CONFIRMED,39.643155200,1.0410000e-05,-1.0410000e-05,10.98,7.200e-01,-9.900e-01,0.9000,0.0590,-0.0810
280,K00919.01,FALSE POSITIVE,51.425985780,1.2790000e-05,-1.2790000e-05,29.66,9.260e+00,-3.310e+00,1.1470,0.3580,-0.1280
281,K00920.01,CONFIRMED,21.804516110,4.7330000e-05,-4.7330000e-05,2.60,4.700e-01,-1.900e-01,0.7080,0.1270,-0.0510
282,K00921.01,CONFIRMED,10.281945930,1.8840000e-05,-1.8840000e-05,2.53,3.600e-01,-1.900e-01,0.7750,0.1110,-0.0560
283,K00921.02,CONFIRMED,18.119930390,3.7010000e-05,-3.7010000e-05,2.95,4.200e-01,-2.200e-01,0.7750,0.1110,-0.0560
284,K00921.03,CONFIRMED,3.784028670,1.0760000e-05,-1.0760000e-05,1.70,2.500e-01,-1.200e-01,0.7750,0.1110,-0.0560
285,K00922.01,CONFIRMED,5.154481420,1.0260000e-05,-1.0260000e-05,2.94,6.300e-01,-3.900e-01,0.8840,0.1900,-0.1170
286,K00126.01,FALSE POSITIVE,33.803643660,2.2780000e-05,-2.2780000e-05,20.70,3.240e+00,-4.860e+00,1.7960,0.2810,-0.4220
287,K00923.01,CONFIRMED,5.743469797,7.2760000e-06,-7.2760000e-06,3.13,9.700e-01,-3.100e-01,0.8910,0.2770,-0.0870
288,K00924.01,CANDIDATE,39.475909300,1.3170000e-04,-1.3170000e-04,4.06,1.310e+00,-4.400e-01,1.0310,0.3320,-0.1110
289,K00925.01,FALSE POSITIVE,19.974485239,1.7500000e-06,-1.7500000e-06,26.56,8.310e+00,-2.770e+00,0.9970,0.3120,-0.1040
290,K00926.01,CONFIRMED,3.166353562,2.5320000e-06,-2.5320000e-06,3.82,1.220e+00,-4.100e-01,0.9980,0.3180,-0.1060
291,K00927.01,FALSE POSITIVE,23.899634407,4.7910000e-06,-4.7910000e-06,44.04,1.388e+01,-4.620e+00,0.9240,0.2910,-0.0970
292,K00939.01,CONFIRMED,3.388012244,9.4900000e-06,-9.4900000e-06,2.11,3.300e-01,-4.100e-01,1.2500,0.1960,-0.2400
293,K00939.02,CONFIRMED,5.839097610,2.0220000e-05,-2.0220000e-05,2.06,3.300e-01,-3.900e-01,1.2500,0.1960,-0.2400
294,K00939.03,CONFIRMED,1.620467654,5.9240000e-06,-5.9240000e-06,1.57,2.400e-01,-3.000e-01,1.2500,0.1960,-0.2400
295,K00939.04,CONFIRMED,10.681695100,5.1740000e-05,-5.1740000e-05,2.30,3.600e-01,-4.400e-01,1.2500,0.1960,-0.2400
296,K00940.01,CONFIRMED,6.104849417,2.7110000e-06,-2.7110000e-06,3.18,1.700e-01,-1.900e-01,0.7120,0.0380,-0.0420
297,K00127.01,CONFIRMED,3.578780566,1.8300000e-07,-1.8300000e-07,10.43,6.200e-01,-6.200e-01,0.9940,0.0590,-0.0590
298,K00933.01,FALSE POSITIVE,3.187067566,8.7990000e-06,-8.7990000e-06,23.88,5.100e+00,-2.350e+00,0.8110,0.1730,-0.0800
299,K00934.01,CONFIRMED,5.826657508,6.4340000e-06,-6.4340000e-06,4.09,6.000e-01,-4.900e-01,1.0600,0.1560,-0.1270
300,K00934.02,CONFIRMED,12.412163470,5.7120000e-05,-5.7120000e-05,2.58,3.800e-01,-3.100e-01,1.0600,0.1560,-0.1270
301,K00934.03,CONFIRMED,18.746490110,8.7630000e-05,-8.7630000e-05,3.05,4.500e-01,-3.700e-01,1.0600,0.1560,-0.1270
302,K00935.01,CONFIRMED,20.860212290,2.3860000e-05,-2.3860000e-05,5.50,8.200e-01,-1.090e+00,1.2570,0.1870,-0.2500
303,K00935.02,CONFIRMED,42.634278480,7.6740000e-05,-7.6740000e-05,5.22,7.800e-01,-1.030e+00,1.2570,0.1870,-0.2500
304,K00935.03,CONFIRMED,87.647606800,4.1970000e-04,-4.1970000e-04,4.00,6.000e-01,-7.900e-01,1.2570,0.1870,-0.2500
305,K00935.04,CANDIDATE,9.617314260,3.3500000e-05,-3.3500000e-05,1.94,2.900e-01,-3.800e-01,1.2570,0.1870,-0.2500
306,K00936.01,CONFIRMED,9.467821474,6.1290000e-06,-6.1290000e-06,2.13,1.900e-01,-2.500e-01,0.4580,0.0400,-0.0550
307,K00936.02,CONFIRMED,0.893040969,4.6100000e-07,-4.6100000e-07,1.24,1.000e-01,-1.500e-01,0.4580,0.0400,-0.0550
308,K00128.01,CONFIRMED,4.942783419,2.4700000e-07,-2.4700000e-07,10.62,1.440e+00,-7.300e-01,0.9780,0.1330,-0.0670
309,K00937.01,CONFIRMED,20.834267310,5.3580000e-05,-5.3580000e-05,2.74,6.900e-01,-2.200e-01,0.8800,0.2210,-0.0690
310,K00938.01,CONFIRMED,9.946023570,2.0700000e-05,-2.0700000e-05,3.12,4.400e-01,-4.300e-01,1.0130,0.1410,-0.1410
311,K00938.02,CONFIRMED,1.045621950,2.7170000e-06,-2.7170000e-06,1.45,2.000e-01,-2.000e-01,1.0130,0.1410,-0.1410
312,K00938.03,CONFIRMED,5.714623960,3.2500000e-05,-3.2500000e-05,1.78,2.400e-01,-2.500e-01,1.0130,0.1410,-0.1410
313,K00145.01,FALSE POSITIVE,102.964195200,5.7660000e-04,-5.7660000e-04,39.00,1.100e+00,-9.390e+00,7.1190,0.2010,-1.7130
314,K01102.02,CONFIRMED,8.145159810,4.3800000e-05,-4.3800000e-05,3.43,5.000e-01,-7.000e-01,1.2400,0.1830,-0.2510
315,K01102.03,CONFIRMED,18.998527900,1.7990000e-04,-1.7990000e-04,43.17,6.370e+00,-8.740e+00,1.2400,0.1830,-0.2510
316,K01102.04,CONFIRMED,4.244390490,2.7170000e-05,-2.7170000e-05,2.07,3.000e-01,-4.200e-01,1.2400,0.1830,-0.2510
317,K01103.01,CANDIDATE,90.124050700,4.4330000e-04,-4.4330000e-04,7.12,2.410e+00,-8.000e-01,1.2150,0.4100,-0.1370
318,K00150.02,CONFIRMED,28.574269200,4.0600000e-05,-4.0600000e-05,2.32,1.900e-01,-2.000e-01,0.8120,0.0700,-0.0700
319,K01168.01,CANDIDATE,856.672115000,9.5910000e-03,-9.5910000e-03,3.87,1.940e+00,-7.500e-01,1.3090,0.6560,-0.2540
320,K01169.01,CANDIDATE,0.689210173,4.5000000e-07,-4.5000000e-07,1.32,1.900e-01,-6.000e-02,0.9540,0.1380,-0.0390
321,K01170.01,CONFIRMED,7.343739640,1.1340000e-05,-1.1340000e-05,1.84,4.000e-01,-1.400e-01,0.7620,0.1680,-0.0560
322,K01171.01,FALSE POSITIVE,0.445277068,1.4340000e-06,-1.4340000e-06,35.74,1.408e+01,-3.490e+00,1.0640,0.4190,-0.1040
323,K00966.01,FALSE POSITIVE,0.379463865,2.8000000e-08,-2.8000000e-08,59.56,3.457e+01,-3.805e+01,1.7830,1.0350,-1.1390
324,K00967.01,FALSE POSITIVE,9.880479780,1.5530000e-06,-1.5530000e-06,23.60,7.060e+00,-2.340e+00,0.9170,0.2740,-0.0910
325,K00968.01,FALSE POSITIVE,4.648415600,7.8450000e-05,-7.8450000e-05,5.06,5.200e-01,-2.100e+00,3.4820,0.3620,-1.4470
326,K00969.01,FALSE POSITIVE,17.512014768,3.2160000e-06,-3.2160000e-06,13.66,4.260e+00,-2.300e+00,1.1320,0.3530,-0.1900
327,K00970.01,CANDIDATE,3.988602100,8.0340000e-06,-8.0340000e-06,34.39,4.710e+00,-1.099e+01,13.6520,1.8690,-4.3610
328,K00971.01,CANDIDATE,0.533059312,,,133.56,2.598e+01,-7.791e+01,4.0510,0.7880,-2.3630
329,K01044.01,FALSE POSITIVE,0.525154153,3.0800000e-07,-3.0800000e-07,23.61,5.280e+00,-2.850e+00,0.8460,0.1890,-0.1020
330,K01045.01,FALSE POSITIVE,1.303861044,1.1920000e-06,-1.1920000e-06,27.85,7.530e+00,-3.250e+00,0.9020,0.2440,-0.1050
331,K01046.01,FALSE POSITIVE,0.734524960,,,,,,,,
332,K01047.01,FALSE POSITIVE,2.555491760,3.0520000e-05,-3.0520000e-05,23.35,7.020e+00,-2.340e+00,0.9010,0.2710,-0.0900
333,K00014.01,FALSE POSITIVE,2.947376671,3.2280000e-06,-3.2280000e-06,403.59,8.599e+01,-1.050e+02,2.2340,0.4760,-0.5810
334,K00139.01,CONFIRMED,224.778935500,2.5690000e-04,-2.5690000e-04,7.67,1.330e+00,-1.200e+00,1.2350,0.2130,-0.1940
335,K01104.01,FALSE POSITIVE,0.890110752,2.2120000e-06,-2.2120000e-06,1.25,1.200e-01,-7.000e-02,0.7110,0.0640,-0.0430
336,K01105.01,FALSE POSITIVE,5.765733960,2.5840000e-05,-2.5840000e-05,7.47,8.900e-01,-2.500e+00,4.4340,0.5310,-1.4860
337,K01106.01,CONFIRMED,7.426081230,1.8800000e-05,-1.8800000e-05,2.47,3.900e-01,-2.300e-01,1.1760,0.1840,-0.1070
338,K01106.02,CONFIRMED,15.986893200,2.8280000e-04,-2.8280000e-04,1.62,2.500e-01,-1.500e-01,1.1760,0.1840,-0.1070
339,K01107.01,FALSE POSITIVE,0.730945890,2.4970000e-06,-2.4970000e-06,17.12,5.060e+00,-1.600e+00,0.8480,0.2510,-0.0790
340,K01108.01,CONFIRMED,18.925372460,5.2310000e-05,-5.2310000e-05,13.92,2.000e+00,-4.660e+00,4.8850,0.7010,-1.6360
341,K01172.01,FALSE POSITIVE,0.933749106,1.1960000e-06,-1.1960000e-06,3.22,6.100e-01,-1.050e+00,2.1880,0.4150,-0.7110
342,K01173.01,FALSE POSITIVE,2.037440623,9.6760000e-06,-9.6760000e-06,1.19,3.600e-01,-1.600e-01,1.0150,0.3120,-0.1340
343,K01174.01,CANDIDATE,129995.778400000,0.0000000e+00,0.0000000e+00,2.99,1.600e-01,-2.100e-01,0.7260,0.0390,-0.0520
344,K01175.01,CONFIRMED,31.592580900,4.3710000e-04,-4.3710000e-04,1.78,2.800e-01,-4.100e-01,1.4870,0.2290,-0.3440
345,K01175.02,CONFIRMED,17.157236000,1.8620000e-04,-1.8620000e-04,1.55,2.400e-01,-3.600e-01,1.4870,0.2290,-0.3440
